cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
40,2026-06-20T01:03:36.187900,54476.69,50187.65,48535.04,17835.56,517706.01,9450.73,11138.41,11227.2,50800.77,8963308.88
41,2026-06-20T01:12:27.839737,54386.34,50799.07,48573.07,17777.5,526779.02,10122.45,11744.29,11651.18,51791.59,8966730.63
42,2026-06-20T01:21:21.035173,54922.7,52853.23,48667.24,17764.98,495099.14,9728.46,11750.38,11645.46,51792.48,8973517.86
43,2026-06-20T01:30:32.901287,54917.26,52837.92,48014.79,18397.28,503222.91,9749.73,11763.78,11661.65,51821.6,8974098.63
44,2026-06-20T01:40:22.808492,54919.46,53137.39,48017.88,18909.7,508481.08,10193.6,11690.72,12143.67,52239.68,7524682.46
45,2026-06-20T01:49:24.676183,55164.27,53369.84,47992.25,17481.65,480885.89,9027.27,11379.14,12147.13,52238.1,7524290.66
46,2026-06-20T01:57:57.402393,55151.88,53364.85,47986.89,17989.06,506103.76,9053.06,11390.0,12279.14,52281.13,8981841.98
47,2026-06-20T02:06:22.864699,55423.36,53612.28,47991.95,18621.62,510245.69,8028.78,10780.95,10142.87,50538.11,8981837.39
48,2026-06-20T02:14:55.644268,52170.96,50460.28,47465.44,12971.05,522230.07,8038.77,10772.45,10148.03,50515.16,8981837.44
49,2026-06-20T02:22:53.523906,52198.25,50430.86,47440.54,12943.0,494936.34,8016.93,10763.14,10102.72,50459.73,8981837.34
50,2026-06-20T02:30:15.152861,52239.96,50472.58,47434.06,12985.54,493965.83,8015.96,10762.54,10096.71,50443.95,8981837.42
51,2026-06-20T02:36:19.668279,52243.45,50467.91,47432.03,12974.03,493852.27,7977.56,10721.07,10052.28,50400.37,8981867.8
52,2026-06-20T02:42:41.414280,52263.15,50494.05,47440.11,12951.29,505076.11,7984.34,10715.15,10046.48,50417.19,8981361.72
53,2026-06-20T02:50:03.796293,52243.31,50468.88,47423.52,13620.11,504920.1,8050.2,10709.9,10019.78,50579.76,8396747.34
54,2026-06-20T02:58:31.501741,51517.32,50469.18,47423.56,12821.96,517746.31,8644.15,10750.77,10046.4,49456.64,8383092.86
55,2026-06-20T03:07:35.635938,51516.99,62821.68,40005.89,11760.99,499672.64,8023.83,10689.24,10086.01,49456.64,8396813.06
56,2026-06-20T03:17:46.197155,51522.23,35512.23,40669.34,11760.99,499672.64,8076.78,10699.42,10160.2,49466.51,8399594.58
57,2026-06-20T03:26:52.287624,51562.3,38573.26,44205.95,8301.12,499672.64,8135.03,10698.86,10103.13,49399.85,8361852.8
58,2026-06-20T03:36:20.959423,51560.62,35009.28,40669.38,13132.28,540155.81,8027.7,10694.49,10083.89,49450.06,8363713.57
59,2026-06-20T03:45:57.656130,51608.16,35413.03,41704.87,13341.69,553207.51,8690.96,10799.18,11417.7,46481.62,8363713.57
60,2026-06-20T03:54:45.624511,50560.17,31972.87,35665.01,10610.55,551500.25,6025.25,8686.36,9085.93,46444.57,8363662.51
61,2026-06-20T04:03:46.567681,50570.27,31992.89,35699.94,10631.33,555135.51,6037.54,8685.41,9096.67,46425.45,8363662.48
62,2026-06-20T04:12:52.689355,50580.24,32011.38,35710.26,10632.56,554939.85,6031.13,8676.35,9087.62,46398.08,8363662.43
63,2026-06-20T04:22:06.911035,50580.74,32001.44,35690.89,10626.31,554826.29,6026.57,8670.38,9081.65,46380.08,8374035.94
64,2026-06-20T04:30:20.069433,50579.67,31998.59,35690.89,10625.58,554796.68,6007.99,8669.42,9070.25,46374.33,8366544.95
65,2026-06-20T04:38:31.369746,50579.67,33925.05,35640.11,10620.89,554892.22,6014.39,8678.39,9078.85,46385.46,8366557.65
66,2026-06-20T04:47:06.905674,50579.4,36175.28,36137.6,10616.73,556282.55,6145.54,8683.93,9076.65,46365.21,8950847.69
67,2026-06-20T04:55:37.237157,50579.32,33079.1,35964.06,10620.89,536957.15,6013.17,8477.68,9077.68,46337.58,8950857.9
68,2026-06-20T05:04:52.028985,50578.63,33085.55,35989.44,10625.37,536951.59,6014.84,8480.18,9080.05,46329.02,8950848.57
69,2026-06-20T05:13:39.064301,50578.44,33082.32,35975.68,10619.87,552753.37,6011.03,8475.96,9076.7,46315.87,8950836.35
70,2026-06-20T05:21:52.718112,50576.71,33073.37,35956.44,10613.71,552711.58,6008.29,8472.76,9073.67,46303.12,8950829.61
71,2026-06-20T05:30:20.928507,50576.54,33068.33,35937.21,10607.55,552674.84,6004.18,8469.57,9069.63,46290.38,8943934.26
72,2026-06-20T05:39:08.947697,50576.5,33063.29,35918.0,10585.15,552621.95,5964.53,8463.9,9041.96,46267.73,8943915.94
73,2026-06-20T05:47:30.569804,50576.05,35789.77,35883.85,10580.18,556233.78,5890.47,8463.9,8995.86,46267.73,8943912.78
74,2026-06-20T05:56:22.017107,50576.05,35789.77,35883.78,10571.61,552621.95,5864.01,8463.81,8978.88,46267.01,8943932.26
75,2026-06-20T06:04:13.969245,50576.01,35785.8,35882.22,10571.84,552621.18,5824.82,8464.92,8956.0,46271.91,8942056.85
76,2026-06-20T06:11:24.670459,50576.21,35791.82,35881.67,10571.56,552621.93,5684.21,8465.87,8884.94,46277.04,8942207.53
77,2026-06-20T06:17:54.019277,50577.8,35797.09,35884.09,10571.98,552622.45,5684.5,8466.24,8885.35,46279.37,8877459.54
78,2026-06-20T06:23:57.311960,50578.88,35797.36,35884.12,10571.99,552622.7,5684.44,8466.25,8885.37,46279.47,8879864.33
79,2026-06-20T06:29:36.654755,50580.42,35797.43,35884.18,10572.01,552622.97,5684.43,8466.26,8885.38,46279.48,8879860.73
80,2026-06-20T06:36:00.669494,50582.43,35797.44,35884.18,10572.01,552623.22,5684.3,8466.09,8885.38,46279.48,8879859.68
81,2026-06-20T06:41:54.884249,4273.57,10.77,0.0,0.0,539218.06,3.76,2.94,0.0,0.0,12182219.07
82,2026-06-20T06:48:02.090082,50483.28,10.57,0.0,0.0,537815.09,5670.89,8447.6,8866.03,44755.2,12783197.49
83,2026-06-20T06:53:42.721028,50483.19,35718.11,35806.06,10548.24,552579.5,5671.09,8447.64,8866.03,46178.73,12783222.45
84,2026-06-20T07:00:58.932282,50483.22,35718.06,35806.07,10548.99,552297.73,5670.55,8447.64,8866.03,46178.73,12783222.45
85,2026-06-20T07:08:47.702848,50482.99,35718.04,35806.03,10548.99,552014.13,5671.25,8447.64,8866.03,46178.73,12783222.45
86,2026-06-20T07:15:51.945697,50482.73,35718.04,35805.95,10548.99,552567.77,5671.25,8447.64,8866.03,46178.73,12783222.45
